RentalID,Year,RentalPrice,Province,Town,RoomType
6994,1994,602,Ontario,Barrie,One bedroom units
6995,1994,694,Ontario,Barrie,Two bedroom units
6996,1994,830,Ontario,Barrie,Three bedroom units
6997,1994,404,Ontario,Belleville,Bachelor units
6998,1994,524,Ontario,Belleville,One bedroom units
6999,1994,613,Ontario,Belleville,Two bedroom units
7000,1994,706,Ontario,Belleville,Three bedroom units
7001,1994,804,Ontario,Belleville,Three bedroom units
7002,1994,406,Ontario,Belleville,Bachelor units
7003,1994,525,Ontario,Belleville,One bedroom units
7004,1994,613,Ontario,Belleville,Two bedroom units
7005,1994,682,Ontario,Belleville,Three bedroom units
7006,1994,414,Ontario,Belleville,Bachelor units
7007,1994,543,Ontario,Belleville,One bedroom units
7008,1994,623,Ontario,Belleville,Two bedroom units
7009,1994,704,Ontario,Belleville,Three bedroom units
7010,1994,381,Ontario,Bracebridge,Bachelor units
7011,1994,485,Ontario,Bracebridge,One bedroom units
7012,1994,592,Ontario,Bracebridge,Two bedroom units
7013,1994,695,Ontario,Bracebridge,Three bedroom units
7014,1994,381,Ontario,Bracebridge,Bachelor units
7015,1994,484,Ontario,Bracebridge,One bedroom units
7016,1994,592,Ontario,Bracebridge,Two bedroom units
7017,1994,681,Ontario,Bracebridge,Three bedroom units
7018,1994,377,Ontario,Bracebridge,Bachelor units
7019,1994,479,Ontario,Bracebridge,One bedroom units
7020,1994,589,Ontario,Bracebridge,Two bedroom units
7021,1994,392,Ontario,Brantford,Bachelor units
7022,1994,529,Ontario,Brantford,One bedroom units
7023,1994,596,Ontario,Brantford,Two bedroom units
7024,1994,683,Ontario,Brantford,Three bedroom units
7025,1994,623,Ontario,Brantford,Two bedroom units
7026,1994,713,Ontario,Brantford,Three bedroom units
7027,1994,392,Ontario,Brantford,Bachelor units
7028,1994,529,Ontario,Brantford,One bedroom units
7029,1994,593,Ontario,Brantford,Two bedroom units
7030,1994,647,Ontario,Brantford,Three bedroom units
7031,1994,391,Ontario,Brantford,Bachelor units
7032,1994,530,Ontario,Brantford,One bedroom units
7033,1994,608,Ontario,Brantford,Two bedroom units
7034,1994,670,Ontario,Brantford,Three bedroom units
7035,1994,384,Ontario,Brockville,Bachelor units
7036,1994,472,Ontario,Brockville,One bedroom units
7037,1994,571,Ontario,Brockville,Two bedroom units
7038,1994,589,Ontario,Brockville,Three bedroom units
7039,1994,491,Ontario,Brockville,Two bedroom units
7040,1994,384,Ontario,Brockville,Bachelor units
7041,1994,474,Ontario,Brockville,One bedroom units
7042,1994,572,Ontario,Brockville,Two bedroom units
7043,1994,572,Ontario,Brockville,Three bedroom units
7044,1994,398,Ontario,Brockville,Bachelor units
7045,1994,493,Ontario,Brockville,One bedroom units
7046,1994,581,Ontario,Brockville,Two bedroom units
7047,1994,561,Ontario,Brockville,Three bedroom units
7048,1994,323,Ontario,Chatham-Kent,Bachelor units
7049,1994,469,Ontario,Chatham-Kent,One bedroom units
7050,1994,560,Ontario,Chatham-Kent,Two bedroom units
7051,1994,587,Ontario,Chatham-Kent,Three bedroom units
7052,1994,510,Ontario,Chatham-Kent,Two bedroom units
7053,1994,534,Ontario,Chatham-Kent,Three bedroom units
7054,1994,323,Ontario,Chatham-Kent,Bachelor units
7055,1994,469,Ontario,Chatham-Kent,One bedroom units
7056,1994,561,Ontario,Chatham-Kent,Two bedroom units
7057,1994,592,Ontario,Chatham-Kent,Three bedroom units
7058,1994,323,Ontario,Chatham-Kent,Bachelor units
7059,1994,488,Ontario,Chatham-Kent,One bedroom units
7060,1994,577,Ontario,Chatham-Kent,Two bedroom units
7061,1994,844,Ontario,Chatham-Kent,Three bedroom units
7062,1994,406,Ontario,Cobourg,Bachelor units
7063,1994,539,Ontario,Cobourg,One bedroom units
7064,1994,642,Ontario,Cobourg,Two bedroom units
7065,1994,692,Ontario,Cobourg,Three bedroom units
7066,1994,406,Ontario,Cobourg,Bachelor units
7067,1994,535,Ontario,Cobourg,One bedroom units
7068,1994,644,Ontario,Cobourg,Two bedroom units
7069,1994,726,Ontario,Cobourg,Three bedroom units
7070,1994,542,Ontario,Cobourg,One bedroom units
7071,1994,649,Ontario,Cobourg,Two bedroom units
7072,1994,745,Ontario,Cobourg,Three bedroom units
7073,1994,469,Ontario,Collingwood,One bedroom units
7074,1994,569,Ontario,Collingwood,Two bedroom units
7075,1994,671,Ontario,Collingwood,Three bedroom units
7076,1994,469,Ontario,Collingwood,One bedroom units
7077,1994,569,Ontario,Collingwood,Two bedroom units
7078,1994,575,Ontario,Collingwood,Three bedroom units
7079,1994,506,Ontario,Collingwood,One bedroom units
7080,1994,586,Ontario,Collingwood,Two bedroom units
7081,1994,399,Ontario,Cornwall,Bachelor units
7082,1994,445,Ontario,Cornwall,One bedroom units
7083,1994,540,Ontario,Cornwall,Two bedroom units
7084,1994,522,Ontario,Cornwall,Three bedroom units
7085,1994,521,Ontario,Cornwall,Two bedroom units
7086,1994,340,Ontario,Cornwall,Three bedroom units
7087,1994,399,Ontario,Cornwall,Bachelor units
7088,1994,445,Ontario,Cornwall,One bedroom units
7089,1994,540,Ontario,Cornwall,Two bedroom units
7090,1994,539,Ontario,Cornwall,Three bedroom units
7091,1994,427,Ontario,Cornwall,Bachelor units
7092,1994,490,Ontario,Cornwall,One bedroom units
7093,1994,597,Ontario,Cornwall,Two bedroom units
7094,1994,656,Ontario,Cornwall,Three bedroom units
7095,1994,331,Ontario,Elliot Lake,One bedroom units
7096,1994,388,Ontario,Elliot Lake,Two bedroom units
7097,1994,472,Ontario,Elliot Lake,Three bedroom units
7098,1994,406,Ontario,Elliot Lake,Two bedroom units
7099,1994,484,Ontario,Elliot Lake,Three bedroom units
7100,1994,331,Ontario,Elliot Lake,One bedroom units
7101,1994,386,Ontario,Elliot Lake,Two bedroom units
7102,1994,439,Ontario,Elliot Lake,Three bedroom units
7103,1994,331,Ontario,Elliot Lake,One bedroom units
7104,1994,386,Ontario,Elliot Lake,Two bedroom units
7105,1994,439,Ontario,Elliot Lake,Three bedroom units
7106,1994,398,Ontario,Greater Sudbury,Bachelor units
7107,1994,490,Ontario,Greater Sudbury,One bedroom units
7108,1994,610,Ontario,Greater Sudbury,Two bedroom units
7109,1994,667,Ontario,Greater Sudbury,Three bedroom units
7110,1994,626,Ontario,Greater Sudbury,Two bedroom units
7111,1994,672,Ontario,Greater Sudbury,Three bedroom units
7112,1994,398,Ontario,Greater Sudbury,Bachelor units
7113,1994,491,Ontario,Greater Sudbury,One bedroom units
7114,1994,610,Ontario,Greater Sudbury,Two bedroom units
7115,1994,660,Ontario,Greater Sudbury,Three bedroom units
7116,1994,415,Ontario,Greater Sudbury,Bachelor units
7117,1994,522,Ontario,Greater Sudbury,One bedroom units
7118,1994,623,Ontario,Greater Sudbury,Two bedroom units
7119,1994,683,Ontario,Greater Sudbury,Three bedroom units
7120,1994,463,Ontario,Guelph,Bachelor units
7121,1994,557,Ontario,Guelph,One bedroom units
7122,1994,648,Ontario,Guelph,Two bedroom units
7123,1994,794,Ontario,Guelph,Three bedroom units
7124,1994,704,Ontario,Guelph,Two bedroom units
7125,1994,836,Ontario,Guelph,Three bedroom units
7126,1994,464,Ontario,Guelph,Bachelor units
7127,1994,557,Ontario,Guelph,One bedroom units
7128,1994,642,Ontario,Guelph,Two bedroom units
7129,1994,688,Ontario,Guelph,Three bedroom units
7130,1994,468,Ontario,Guelph,Bachelor units
7131,1994,561,Ontario,Guelph,One bedroom units
7132,1994,645,Ontario,Guelph,Two bedroom units
7133,1994,695,Ontario,Guelph,Three bedroom units
7134,1994,567,Ontario,Haldimand County,Two bedroom units
7135,1994,567,Ontario,Haldimand County,Two bedroom units
7136,1994,570,Ontario,Haldimand County,Two bedroom units
7137,1994,389,Ontario,Hamilton,Bachelor units
7138,1994,498,Ontario,Hamilton,One bedroom units
7139,1994,604,Ontario,Hamilton,Two bedroom units
7140,1994,777,Ontario,Hamilton,Three bedroom units
7141,1994,648,Ontario,Hamilton,Two bedroom units
7142,1994,801,Ontario,Hamilton,Three bedroom units
7143,1994,389,Ontario,Hamilton,Bachelor units
7144,1994,498,Ontario,Hamilton,One bedroom units
7145,1994,602,Ontario,Hamilton,Two bedroom units
7146,1994,755,Ontario,Hamilton,Three bedroom units
7147,1994,391,Ontario,Hamilton,Bachelor units
7148,1994,500,Ontario,Hamilton,One bedroom units
7149,1994,604,Ontario,Hamilton,Two bedroom units
7150,1994,764,Ontario,Hamilton,Three bedroom units
7151,1994,389,Ontario,Hawkesbury,One bedroom units
7152,1994,486,Ontario,Hawkesbury,Two bedroom units
7153,1994,581,Ontario,Hawkesbury,Three bedroom units
7154,1994,389,Ontario,Hawkesbury,One bedroom units
7155,1994,485,Ontario,Hawkesbury,Two bedroom units
7156,1994,581,Ontario,Hawkesbury,Three bedroom units
7157,1994,391,Ontario,Hawkesbury,One bedroom units
7158,1994,492,Ontario,Hawkesbury,Two bedroom units
7159,1994,607,Ontario,Hawkesbury,Three bedroom units
7160,1994,487,Ontario,Huntsville,One bedroom units
7161,1994,613,Ontario,Huntsville,Two bedroom units
7162,1994,737,Ontario,Huntsville,Three bedroom units
7163,1994,485,Ontario,Huntsville,One bedroom units
7164,1994,611,Ontario,Huntsville,Two bedroom units
7165,1994,737,Ontario,Huntsville,Three bedroom units
7166,1994,488,Ontario,Huntsville,One bedroom units
7167,1994,615,Ontario,Huntsville,Two bedroom units
7168,1994,295,Ontario,Kapuskasing,Bachelor units
7169,1994,332,Ontario,Kapuskasing,One bedroom units
7170,1994,419,Ontario,Kapuskasing,Two bedroom units
7171,1994,483,Ontario,Kapuskasing,Three bedroom units
7172,1994,295,Ontario,Kapuskasing,Bachelor units
7173,1994,332,Ontario,Kapuskasing,One bedroom units
7174,1994,419,Ontario,Kapuskasing,Two bedroom units
7175,1994,483,Ontario,Kapuskasing,Three bedroom units
7176,1994,333,Ontario,Kapuskasing,One bedroom units
7177,1994,424,Ontario,Kapuskasing,Two bedroom units
7178,1994,481,Ontario,Kapuskasing,Three bedroom units
7179,1994,360,Ontario,Kawartha Lakes,Bachelor units
7180,1994,534,Ontario,Kawartha Lakes,One bedroom units
7181,1994,665,Ontario,Kawartha Lakes,Two bedroom units
7182,1994,760,Ontario,Kawartha Lakes,Three bedroom units
7183,1994,360,Ontario,Kawartha Lakes,Bachelor units
7184,1994,534,Ontario,Kawartha Lakes,One bedroom units
7185,1994,665,Ontario,Kawartha Lakes,Two bedroom units
7186,1994,761,Ontario,Kawartha Lakes,Three bedroom units
7187,1994,371,Ontario,Kawartha Lakes,Bachelor units
7188,1994,554,Ontario,Kawartha Lakes,One bedroom units
7189,1994,686,Ontario,Kawartha Lakes,Two bedroom units
7190,1994,799,Ontario,Kawartha Lakes,Three bedroom units
7191,1994,400,Ontario,Kenora,Bachelor units
7192,1994,469,Ontario,Kenora,One bedroom units
7193,1994,616,Ontario,Kenora,Two bedroom units
7194,1994,609,Ontario,Kenora,Three bedroom units
7195,1994,400,Ontario,Kenora,Bachelor units
7196,1994,469,Ontario,Kenora,One bedroom units
7197,1994,616,Ontario,Kenora,Two bedroom units
7198,1994,609,Ontario,Kenora,Three bedroom units
7199,1994,435,Ontario,Kenora,Bachelor units
7200,1994,504,Ontario,Kenora,One bedroom units
7201,1994,725,Ontario,Kenora,Two bedroom units
7202,1994,377,Ontario,Kingston,Bachelor units
7203,1994,511,Ontario,Kingston,One bedroom units
7204,1994,624,Ontario,Kingston,Two bedroom units
7205,1994,764,Ontario,Kingston,Three bedroom units
7206,1994,710,Ontario,Kingston,Three bedroom units
7207,1994,377,Ontario,Kingston,Bachelor units
7208,1994,511,Ontario,Kingston,One bedroom units
7209,1994,624,Ontario,Kingston,Two bedroom units
7210,1994,787,Ontario,Kingston,Three bedroom units
7211,1994,382,Ontario,Kingston,Bachelor units
7212,1994,526,Ontario,Kingston,One bedroom units
7213,1994,630,Ontario,Kingston,Two bedroom units
7214,1994,796,Ontario,Kingston,Three bedroom units
7215,1994,263,Ontario,Kirkland Lake,Bachelor units
7216,1994,324,Ontario,Kirkland Lake,One bedroom units
7217,1994,384,Ontario,Kirkland Lake,Two bedroom units
7218,1994,445,Ontario,Kirkland Lake,Three bedroom units
7219,1994,263,Ontario,Kirkland Lake,Bachelor units
7220,1994,324,Ontario,Kirkland Lake,One bedroom units
7221,1994,384,Ontario,Kirkland Lake,Two bedroom units
7222,1994,445,Ontario,Kirkland Lake,Three bedroom units
7223,1994,263,Ontario,Kirkland Lake,Bachelor units
7224,1994,332,Ontario,Kirkland Lake,One bedroom units
7225,1994,407,Ontario,Kirkland Lake,Two bedroom units
7226,1994,430,Ontario,Kirkland Lake,Three bedroom units
7227,1994,395,Ontario,Kitchener-Cambridge-Waterloo,Bachelor units
7228,1994,497,Ontario,Kitchener-Cambridge-Waterloo,One bedroom units
7229,1994,597,Ontario,Kitchener-Cambridge-Waterloo,Two bedroom units
7230,1994,744,Ontario,Kitchener-Cambridge-Waterloo,Three bedroom units
7231,1994,646,Ontario,Kitchener-Cambridge-Waterloo,Two bedroom units
7232,1994,751,Ontario,Kitchener-Cambridge-Waterloo,Three bedroom units
7233,1994,395,Ontario,Kitchener-Cambridge-Waterloo,Bachelor units
7234,1994,497,Ontario,Kitchener-Cambridge-Waterloo,One bedroom units
7235,1994,591,Ontario,Kitchener-Cambridge-Waterloo,Two bedroom units
7236,1994,731,Ontario,Kitchener-Cambridge-Waterloo,Three bedroom units
7237,1994,396,Ontario,Kitchener-Cambridge-Waterloo,Bachelor units
7238,1994,502,Ontario,Kitchener-Cambridge-Waterloo,One bedroom units
7239,1994,594,Ontario,Kitchener-Cambridge-Waterloo,Two bedroom units
7240,1994,733,Ontario,Kitchener-Cambridge-Waterloo,Three bedroom units
7241,1994,507,Ontario,Leamington,One bedroom units
7242,1994,634,Ontario,Leamington,Two bedroom units
7243,1994,899,Ontario,Leamington,Three bedroom units
7244,1994,507,Ontario,Leamington,One bedroom units
7245,1994,638,Ontario,Leamington,Two bedroom units
7246,1994,517,Ontario,Leamington,One bedroom units
7247,1994,648,Ontario,Leamington,Two bedroom units
7248,1994,403,Ontario,London,Bachelor units
7249,1994,507,Ontario,London,One bedroom units
7250,1994,629,Ontario,London,Two bedroom units
7251,1994,754,Ontario,London,Three bedroom units
7252,1994,646,Ontario,London,Two bedroom units
7253,1994,744,Ontario,London,Three bedroom units
7254,1994,403,Ontario,London,Bachelor units
7255,1994,507,Ontario,London,One bedroom units
7256,1994,629,Ontario,London,Two bedroom units
7257,1994,776,Ontario,London,Three bedroom units
7258,1994,411,Ontario,London,Bachelor units
7259,1994,515,Ontario,London,One bedroom units
7260,1994,637,Ontario,London,Two bedroom units
7261,1994,787,Ontario,London,Three bedroom units
7262,1994,508,Ontario,Midland,One bedroom units
7263,1994,596,Ontario,Midland,Two bedroom units
7264,1994,605,Ontario,Midland,Three bedroom units
7265,1994,508,Ontario,Midland,One bedroom units
7266,1994,600,Ontario,Midland,Two bedroom units
7267,1994,609,Ontario,Midland,Three bedroom units
7268,1994,525,Ontario,Midland,One bedroom units
7269,1994,609,Ontario,Midland,Two bedroom units
7270,1994,616,Ontario,Midland,Three bedroom units
7271,1994,544,Ontario,Norfolk,Two bedroom units
7272,1994,544,Ontario,Norfolk,Two bedroom units
7273,1994,373,Ontario,North Bay,Bachelor units
7274,1994,481,Ontario,North Bay,One bedroom units
7275,1994,604,Ontario,North Bay,Two bedroom units
7276,1994,663,Ontario,North Bay,Three bedroom units
7277,1994,666,Ontario,North Bay,Three bedroom units
7278,1994,376,Ontario,North Bay,Bachelor units
7279,1994,484,Ontario,North Bay,One bedroom units
7280,1994,603,Ontario,North Bay,Two bedroom units
7281,1994,659,Ontario,North Bay,Three bedroom units
7282,1994,404,Ontario,North Bay,Bachelor units
7283,1994,522,Ontario,North Bay,One bedroom units
7284,1994,617,Ontario,North Bay,Two bedroom units
7285,1994,738,Ontario,North Bay,Three bedroom units
7286,1994,411,Ontario,Orillia,Bachelor units
7287,1994,517,Ontario,Orillia,One bedroom units
7288,1994,617,Ontario,Orillia,Two bedroom units
7289,1994,641,Ontario,Orillia,Three bedroom units
7290,1994,646,Ontario,Orillia,Three bedroom units
7291,1994,411,Ontario,Orillia,Bachelor units
7292,1994,517,Ontario,Orillia,One bedroom units
7293,1994,620,Ontario,Orillia,Two bedroom units
7294,1994,623,Ontario,Orillia,Three bedroom units
7295,1994,444,Ontario,Orillia,Bachelor units
7296,1994,534,Ontario,Orillia,One bedroom units
7297,1994,629,Ontario,Orillia,Two bedroom units
7298,1994,611,Ontario,Orillia,Three bedroom units
7299,1994,468,Ontario,Oshawa,Bachelor units
7300,1994,584,Ontario,Oshawa,One bedroom units
7301,1994,661,Ontario,Oshawa,Two bedroom units
7302,1994,797,Ontario,Oshawa,Three bedroom units
7303,1994,767,Ontario,Oshawa,Two bedroom units
7304,1994,826,Ontario,Oshawa,Three bedroom units
7305,1994,468,Ontario,Oshawa,Bachelor units
7306,1994,584,Ontario,Oshawa,One bedroom units
7307,1994,659,Ontario,Oshawa,Two bedroom units
7308,1994,745,Ontario,Oshawa,Three bedroom units
7309,1994,481,Ontario,Oshawa,Bachelor units
7310,1994,590,Ontario,Oshawa,One bedroom units
7311,1994,662,Ontario,Oshawa,Two bedroom units
7312,1994,746,Ontario,Oshawa,Three bedroom units
7313,1994,468,Ontario,Ottawa-Gatineau,Bachelor units
7314,1994,576,Ontario,Ottawa-Gatineau,One bedroom units
7315,1994,680,Ontario,Ottawa-Gatineau,Two bedroom units
7316,1994,808,Ontario,Ottawa-Gatineau,Three bedroom units
7317,1994,473,Ontario,Ottawa-Gatineau,One bedroom units
7318,1994,738,Ontario,Ottawa-Gatineau,Two bedroom units
7319,1994,852,Ontario,Ottawa-Gatineau,Three bedroom units
7320,1994,468,Ontario,Ottawa-Gatineau,Bachelor units
7321,1994,577,Ontario,Ottawa-Gatineau,One bedroom units
7322,1994,676,Ontario,Ottawa-Gatineau,Two bedroom units
7323,1994,745,Ontario,Ottawa-Gatineau,Three bedroom units
7324,1994,476,Ontario,Ottawa-Gatineau,Bachelor units
7325,1994,586,Ontario,Ottawa-Gatineau,One bedroom units
7326,1994,688,Ontario,Ottawa-Gatineau,Two bedroom units
7327,1994,783,Ontario,Ottawa-Gatineau,Three bedroom units
7328,1994,484,Ontario,Ottawa-Gatineau,Bachelor units
7329,1994,600,Ontario,Ottawa-Gatineau,One bedroom units
7330,1994,738,Ontario,Ottawa-Gatineau,Two bedroom units
7331,1994,864,Ontario,Ottawa-Gatineau,Three bedroom units
7332,1994,473,Ontario,Ottawa-Gatineau,One bedroom units
7333,1994,739,Ontario,Ottawa-Gatineau,Two bedroom units
7334,1994,854,Ontario,Ottawa-Gatineau,Three bedroom units
7335,1994,484,Ontario,Ottawa-Gatineau,Bachelor units
7336,1994,600,Ontario,Ottawa-Gatineau,One bedroom units
7337,1994,738,Ontario,Ottawa-Gatineau,Two bedroom units
7338,1994,894,Ontario,Ottawa-Gatineau,Three bedroom units
7339,1994,489,Ontario,Ottawa-Gatineau,Bachelor units
7340,1994,603,Ontario,Ottawa-Gatineau,One bedroom units
7341,1994,742,Ontario,Ottawa-Gatineau,Two bedroom units
7342,1994,906,Ontario,Ottawa-Gatineau,Three bedroom units
7343,1994,377,Ontario,Owen Sound,Bachelor units
7344,1994,482,Ontario,Owen Sound,One bedroom units
7345,1994,583,Ontario,Owen Sound,Two bedroom units
7346,1994,600,Ontario,Owen Sound,Three bedroom units
7347,1994,377,Ontario,Owen Sound,Bachelor units
7348,1994,482,Ontario,Owen Sound,One bedroom units
7349,1994,578,Ontario,Owen Sound,Two bedroom units
7350,1994,601,Ontario,Owen Sound,Three bedroom units
7351,1994,391,Ontario,Owen Sound,Bachelor units
7352,1994,511,Ontario,Owen Sound,One bedroom units
7353,1994,595,Ontario,Owen Sound,Two bedroom units
7354,1994,606,Ontario,Owen Sound,Three bedroom units
7355,1994,440,Ontario,Pembroke,One bedroom units
7356,1994,546,Ontario,Pembroke,Two bedroom units
7357,1994,522,Ontario,Pembroke,Three bedroom units
7358,1994,440,Ontario,Pembroke,One bedroom units
7359,1994,545,Ontario,Pembroke,Two bedroom units
7360,1994,518,Ontario,Pembroke,Three bedroom units
7361,1994,469,Ontario,Pembroke,One bedroom units
7362,1994,568,Ontario,Pembroke,Two bedroom units
7363,1994,531,Ontario,Pembroke,Three bedroom units
7364,1994,338,Ontario,Peterborough,Bachelor units
7365,1994,541,Ontario,Peterborough,One bedroom units
7366,1994,641,Ontario,Peterborough,Two bedroom units
7367,1994,692,Ontario,Peterborough,Three bedroom units
7368,1994,570,Ontario,Peterborough,Two bedroom units
7369,1994,615,Ontario,Peterborough,Three bedroom units
7370,1994,412,Ontario,Peterborough,Bachelor units
7371,1994,548,Ontario,Peterborough,One bedroom units
7372,1994,643,Ontario,Peterborough,Two bedroom units
7373,1994,745,Ontario,Peterborough,Three bedroom units
7374,1994,410,Ontario,Peterborough,Bachelor units
7375,1994,575,Ontario,Peterborough,One bedroom units
7376,1994,665,Ontario,Peterborough,Two bedroom units
7377,1994,759,Ontario,Peterborough,Three bedroom units
7378,1994,676,Ontario,Port Hope,Two bedroom units
7379,1994,676,Ontario,Port Hope,Two bedroom units
7380,1994,676,Ontario,Port Hope,Two bedroom units
7381,1994,360,Ontario,St. Catharines-Niagara,Bachelor units
7382,1994,496,Ontario,St. Catharines-Niagara,One bedroom units
7383,1994,597,Ontario,St. Catharines-Niagara,Two bedroom units
7384,1994,663,Ontario,St. Catharines-Niagara,Three bedroom units
7385,1994,595,Ontario,St. Catharines-Niagara,Two bedroom units
7386,1994,657,Ontario,St. Catharines-Niagara,Three bedroom units
7387,1994,360,Ontario,St. Catharines-Niagara,Bachelor units
7388,1994,496,Ontario,St. Catharines-Niagara,One bedroom units
7389,1994,597,Ontario,St. Catharines-Niagara,Two bedroom units
7390,1994,667,Ontario,St. Catharines-Niagara,Three bedroom units
7391,1994,368,Ontario,St. Catharines-Niagara,Bachelor units
7392,1994,519,Ontario,St. Catharines-Niagara,One bedroom units
7393,1994,610,Ontario,St. Catharines-Niagara,Two bedroom units
7394,1994,701,Ontario,St. Catharines-Niagara,Three bedroom units
7395,1994,356,Ontario,Sarnia,Bachelor units
7396,1994,506,Ontario,Sarnia,One bedroom units
7397,1994,595,Ontario,Sarnia,Two bedroom units
7398,1994,739,Ontario,Sarnia,Three bedroom units
7399,1994,482,Ontario,Sarnia,One bedroom units
7400,1994,574,Ontario,Sarnia,Two bedroom units
7401,1994,662,Ontario,Sarnia,Three bedroom units
7402,1994,356,Ontario,Sarnia,Bachelor units
7403,1994,507,Ontario,Sarnia,One bedroom units
7404,1994,599,Ontario,Sarnia,Two bedroom units
7405,1994,890,Ontario,Sarnia,Three bedroom units
7406,1994,369,Ontario,Sarnia,Bachelor units
7407,1994,520,Ontario,Sarnia,One bedroom units
7408,1994,608,Ontario,Sarnia,Two bedroom units
7409,1994,940,Ontario,Sarnia,Three bedroom units
7410,1994,354,Ontario,Sault Ste. Marie,Bachelor units
7411,1994,499,Ontario,Sault Ste. Marie,One bedroom units
7412,1994,598,Ontario,Sault Ste. Marie,Two bedroom units
7413,1994,637,Ontario,Sault Ste. Marie,Three bedroom units
7414,1994,592,Ontario,Sault Ste. Marie,Three bedroom units
7415,1994,354,Ontario,Sault Ste. Marie,Bachelor units
7416,1994,499,Ontario,Sault Ste. Marie,One bedroom units
7417,1994,598,Ontario,Sault Ste. Marie,Two bedroom units
7418,1994,666,Ontario,Sault Ste. Marie,Three bedroom units
7419,1994,375,Ontario,Sault Ste. Marie,Bachelor units
7420,1994,525,Ontario,Sault Ste. Marie,One bedroom units
7421,1994,616,Ontario,Sault Ste. Marie,Two bedroom units
7422,1994,709,Ontario,Sault Ste. Marie,Three bedroom units
7423,1994,400,Ontario,Stratford,Bachelor units
7424,1994,482,Ontario,Stratford,One bedroom units
7425,1994,576,Ontario,Stratford,Two bedroom units
7426,1994,692,Ontario,Stratford,Three bedroom units
7427,1994,610,Ontario,Stratford,Two bedroom units
7428,1994,676,Ontario,Stratford,Three bedroom units
7429,1994,400,Ontario,Stratford,Bachelor units
7430,1994,482,Ontario,Stratford,One bedroom units
7431,1994,574,Ontario,Stratford,Two bedroom units
7432,1994,696,Ontario,Stratford,Three bedroom units
7433,1994,443,Ontario,Stratford,Bachelor units
7434,1994,487,Ontario,Stratford,One bedroom units
7435,1994,577,Ontario,Stratford,Two bedroom units
7436,1994,709,Ontario,Stratford,Three bedroom units
7437,1994,460,Ontario,Strathroy,One bedroom units
7438,1994,543,Ontario,Strathroy,Two bedroom units
7439,1994,502,Ontario,Strathroy,Two bedroom units
7440,1994,460,Ontario,Strathroy,One bedroom units
7441,1994,546,Ontario,Strathroy,Two bedroom units
7442,1994,328,Ontario,Temiskaming Shores,Bachelor units
7443,1994,400,Ontario,Temiskaming Shores,One bedroom units
7444,1994,484,Ontario,Temiskaming Shores,Two bedroom units
7445,1994,513,Ontario,Temiskaming Shores,Three bedroom units
7446,1994,328,Ontario,Temiskaming Shores,Bachelor units
7447,1994,400,Ontario,Temiskaming Shores,One bedroom units
7448,1994,484,Ontario,Temiskaming Shores,Two bedroom units
7449,1994,513,Ontario,Temiskaming Shores,Three bedroom units
7450,1994,515,Ontario,Temiskaming Shores,Two bedroom units
7451,1994,565,Ontario,Temiskaming Shores,Three bedroom units
7452,1994,360,Ontario,Thunder Bay,Bachelor units
7453,1994,518,Ontario,Thunder Bay,One bedroom units
7454,1994,656,Ontario,Thunder Bay,Two bedroom units
7455,1994,755,Ontario,Thunder Bay,Three bedroom units
7456,1994,734,Ontario,Thunder Bay,Three bedroom units
7457,1994,360,Ontario,Thunder Bay,Bachelor units
7458,1994,518,Ontario,Thunder Bay,One bedroom units
7459,1994,655,Ontario,Thunder Bay,Two bedroom units
7460,1994,786,Ontario,Thunder Bay,Three bedroom units
7461,1994,360,Ontario,Thunder Bay,Bachelor units
7462,1994,543,Ontario,Thunder Bay,One bedroom units
7463,1994,676,Ontario,Thunder Bay,Two bedroom units
7464,1994,811,Ontario,Thunder Bay,Three bedroom units
7465,1994,373,Ontario,Tillsonburg,Bachelor units
7466,1994,483,Ontario,Tillsonburg,One bedroom units
7467,1994,574,Ontario,Tillsonburg,Two bedroom units
7468,1994,642,Ontario,Tillsonburg,Three bedroom units
7469,1994,373,Ontario,Tillsonburg,Bachelor units
7470,1994,483,Ontario,Tillsonburg,One bedroom units
7471,1994,577,Ontario,Tillsonburg,Two bedroom units
7472,1994,606,Ontario,Tillsonburg,Three bedroom units
7473,1994,385,Ontario,Tillsonburg,Bachelor units
7474,1994,495,Ontario,Tillsonburg,One bedroom units
7475,1994,592,Ontario,Tillsonburg,Two bedroom units
7476,1994,632,Ontario,Tillsonburg,Three bedroom units
7477,1994,370,Ontario,Timmins,Bachelor units
7478,1994,456,Ontario,Timmins,One bedroom units
7479,1994,585,Ontario,Timmins,Two bedroom units
7480,1994,667,Ontario,Timmins,Three bedroom units
7481,1994,731,Ontario,Timmins,Two bedroom units
7482,1994,727,Ontario,Timmins,Three bedroom units
7483,1994,369,Ontario,Timmins,Bachelor units
7484,1994,455,Ontario,Timmins,One bedroom units
7485,1994,572,Ontario,Timmins,Two bedroom units
7486,1994,624,Ontario,Timmins,Three bedroom units
7487,1994,392,Ontario,Timmins,Bachelor units
7488,1994,513,Ontario,Timmins,One bedroom units
7489,1994,621,Ontario,Timmins,Two bedroom units
7490,1994,672,Ontario,Timmins,Three bedroom units
7491,1994,516,Ontario,Toronto,Bachelor units
7492,1994,641,Ontario,Toronto,One bedroom units
7493,1994,785,Ontario,Toronto,Two bedroom units
7494,1994,946,Ontario,Toronto,Three bedroom units
7495,1994,501,Ontario,Toronto,Bachelor units
